#KEY	HISAT2 on dataset 67 and 68: aligned reads (BAM)_2	HISAT2 on dataset 65 and 66: aligned reads (BAM)_2	HISAT2 on dataset 63 and 64: aligned reads (BAM)_2	HISAT2 on dataset 61 and 62: aligned reads (BAM)_2
51181	852	257	567	245
51182	174	220	276	241
51184	208	204	284	207
51185	502	741	567	659
51186	2439	2318	2672	1899
51187	863	1321	1035	1103
51188	99	84	155	112
5119	958	1497	1662	1686
51191	38	92	67	172
51192	97	200	145	164
51193	228	386	343	418
51194	347	646	431	556
51195	21	80	28	52
51196	263	370	241	192
51198	1	3	3	2
51199	991	1746	1345	1527
51200	71	569	15	80
51201	1173	1382	964	1110
51202	456	713	555	687
51203	83	119	111	102
51204	161	293	197	230
51205	61	100	89	167
51206	0	0	0	1
51207	1	0	0	0
51208	7	18	19	14
51209	45	107	31	46
5121	0	0	0	0
51213	1	0	0	0
51214	23	30	20	13
51218	239	414	407	419
5122	8	4	20	19
51222	360	872	883	1111
51224	0	1	0	1
51225	1	0	0	0
51226	702	1197	843	1052
51227	94	166	122	121
51228	675	1198	842	771
51230	935	1669	1399	1608
51231	304	517	343	405
51232	12852	12657	8289	5915
51233	2	4	1	6
51234	574	1017	826	986
51236	10	13	15	9
51237	2	1	0	0
51239	27	84	51	66
51241	359	500	431	479
51244	256	488	350	386
51246	2419	4073	3313	3316
51247	847	1231	1106	1045
51248	362	718	457	582
51249	242	446	293	426
5125	133	388	151	296
51250	106	201	149	191
51251	167	240	203	233
51252	1	3	0	1
51253	551	1030	763	866
51255	496	1001	653	753
51256	77	145	100	124
51257	391	447	337	353
51258	684	1170	1036	1085
51259	79	195	140	152
5126	627	1646	3002	1992
51260	209	412	280	364
51263	284	465	351	516
51264	178	379	294	327
51265	46	77	41	64
51266	0	0	0	0
51267	0	1	1	1
51268	9	25	3	8
5127	1068	1924	1490	1658
51270	0	0	0	0
51271	801	1349	1053	1083
51272	713	1577	1165	1531
51274	986	1627	1191	1645
51275	131	251	145	211
51276	24	48	24	46
51277	76	180	103	123
51278	396	744	820	879
51279	1693	2378	1545	1663
5128	423	1002	688	867
51280	1292	2668	1413	1956
51281	48	81	54	58
51282	219	357	379	439
51283	806	1252	982	1084
51284	0	0	0	0
51285	392	1324	983	1833
51286	20	48	46	47
51287	178	388	313	321
51289	0	1	0	0
5129	19	58	87	233
51290	598	876	588	701
51291	69	192	114	138
51292	767	1234	1076	1051
51293	108	277	262	381
51294	5	12	9	12
51295	142	350	358	456
51296	231	300	306	267
51297	0	0	0	0
51298	0	0	0	0
51299	11	26	1	5
513	321	648	491	546
5130	473	961	715	705
51300	828	1168	1123	1117
51301	300	171	108	57
51302	115	140	109	92
51303	203	282	243	276
51304	1900	2451	2174	1736
51305	0	0	0	0
51306	865	1500	1011	1255
51307	863	1368	1130	1374
51308	305	407	266	311
51309	673	1240	1220	1463
51310	172	367	366	489
51311	0	0	0	0
51312	142	411	280	355
51313	6546	5862	9100	4382
51314	0	0	0	0
51315	743	944	840	874
51316	2	2	0	0
51317	905	1481	981	1380
51318	317	579	410	495
51319	179	314	244	290
5132	0	3	0	0
51320	646	907	810	889
51321	671	1248	893	998
51322	1573	2505	2136	2130
51324	1297	2099	1794	1939
51326	1	1	3	1
51327	0	0	0	0
51329	912	1566	1568	1570
5133	0	0	0	0
51330	249	649	333	507
51332	10	14	13	8
51333	33	80	101	97
51334	142	243	295	193
51335	1195	2494	1596	2124
51337	60	125	53	133
51338	0	0	0	0
51339	324	562	599	429
5134	323	562	572	561
51340	557	793	612	688
51341	747	1176	974	1037
51343	388	848	622	829
51347	995	1421	1482	1108
51348	3	3	0	2
51350	1	0	0	0
51351	198	607	244	344
51352	0	0	0	0
5136	349	494	159	116
51360	515	801	603	712
51361	4	2	7	0
51362	327	548	401	481
51363	967	1509	1108	958
51364	4	20	9	15
51365	33	61	4	9
51366	2318	3899	3054	3505
51367	122	249	227	274
51368	558	755	861	742
5137	206	548	297	349
51371	893	1067	1100	1044
51372	769	1140	1021	891
51373	67	105	130	106
51374	1197	1870	1608	1802
51375	487	890	572	757
51377	171	276	225	244
51378	0	4	1	1
51379	239	223	223	177
5138	0	5	4	0
51380	224	445	285	346
51382	652	993	857	832
51384	10	21	6	4
51385	88	257	132	197
51386	4514	8625	6966	7860
51388	190	256	259	221
51389	580	889	674	726
5139	26	142	40	32
51390	313	722	399	619
51393	247	409	331	406
51397	122	272	180	202
51398	607	1106	871	980
51399	328	487	456	456
514	1562	2820	2579	2511
5140	162	450	574	515
51400	527	802	703	788
51406	355	601	504	560
51409	175	509	253	454
5141	432	656	723	692
51411	0	0	0	0
51412	0	0	0	0
5142	61	180	252	319
51421	3375	3696	3495	2287
51422	1239	849	1042	306
51426	446	661	593	586
51427	37	111	48	94
51428	534	1171	859	1056
51429	2403	4762	3271	5690
5143	13	54	34	80
51430	512	949	741	797
51433	1310	2444	1898	1947
51434	400	736	600	670
51435	1227	2951	1268	2766
51438	0	1	0	0
51439	1411	1849	1455	1668
5144	71	169	529	312
51440	0	0	0	0
51441	960	1466	1115	1217
51442	0	0	0	0
51444	69	142	116	110
51447	521	1123	618	929
51449	7796	9752	6568	5624
5145	0	0	0	1
51450	293	767	447	516
51451	262	416	325	368
51454	610	1109	984	1023
51455	272	519	377	476
51458	1	0	2	0
5146	3	2	5	2
51460	80	149	93	132
51463	16	23	31	25
51465	1110	1370	1416	1245
51466	435	890	559	796
5147	156	321	248	312
51471	0	0	0	0
51473	2	5	1	1
51474	4987	12235	5208	6038
51475	0	0	0	0
51477	62	149	58	140
51478	45	87	55	78
51479	1446	2482	1899	2360
5148	0	6	3	3
51480	0	0	0	0
51481	0	0	0	0
5149	0	0	0	0
51490	134	265	219	241
51491	107	139	126	89
51493	746	1316	1039	1225
51495	1245	2474	1613	2060
51496	323	526	333	453
51497	482	882	804	885
51499	194	426	343	403
515	1171	1952	1550	1795
5150	128	263	224	289
51501	222	402	308	348
51503	511	941	583	661
51504	581	1155	1051	988
51506	686	1244	870	988
51507	1317	2327	1797	1918
5151	433	705	611	609
51510	999	1564	1068	1232
51512	8	9	21	6
51513	8	20	13	28
51514	10	23	12	26
51517	297	622	346	418
5152	4	16	15	20
51520	1257	2023	1600	1854
51522	1123	1511	1489	1655
51523	192	541	252	504
51524	228	482	276	336
51526	652	710	938	825
51527	318	495	434	460
51528	705	1061	732	840
51529	425	616	720	778
5153	0	0	0	2
51530	173	315	217	233
51531	78	160	129	153
51533	54	72	50	60
51534	534	1017	655	816
51535	599	897	697	767
51537	12	26	29	35
51538	346	661	514	566
5154	39	64	75	68
51540	95	141	124	123
51542	397	605	488	554
51545	190	413	317	361
51547	149	202	156	161
51548	114	203	229	228
5155	0	2	0	0
51550	208	428	279	289
51552	1257	2006	1754	1901
51554	162	1343	356	801
51555	2	5	3	3
51557	0	2	0	0
51559	453	304	213	197
5156	23544	25067	17961	17285
51560	30	73	37	52
51561	21	21	14	12
51562	174	400	236	380
51564	2274	2783	3403	2607
51566	1687	3372	2337	3371
51567	457	606	615	652
51569	1285	2025	1574	1745
5157	214	304	224	194
51571	123	220	157	183
51573	2025	2924	2115	2275
51574	620	1108	867	971
51575	274	414	331	369
5158	17	29	17	13
51582	1515	2444	1975	2406
51585	604	844	841	803
51586	1116	2082	1663	1805
51588	110	197	197	189
5159	16477	20998	18360	17669
51592	580	1000	738	876
51593	975	1619	1666	1526
51594	886	1949	1086	1811
51596	1	5	4	7
51599	9	31	18	20
516	239	362	398	409
5160	418	738	613	625
51601	49	107	42	61
51602	381	544	478	486
51603	601	1150	938	957
51604	3174	5814	4198	5095
51605	111	198	144	162
51606	623	955	736	883
51608	288	435	371	381
5161	0	0	0	0
51611	214	428	349	416
51614	2276	4370	3464	4095
51616	303	520	373	462
51617	0	0	0	0
51619	165	241	115	212
5162	644	935	753	723
51621	1716	1522	2474	1734
51622	170	251	201	111
51626	301	459	326	260
51629	537	1046	912	975
5163	320	918	362	667
51631	930	1546	1241	1295
51633	142	199	198	193
51634	178	349	215	278
51635	630	952	736	766
51637	1084	1880	1452	1551
51639	456	855	553	653
5164	620	1117	834	954
51642	109	255	149	192
51643	862	986	882	895
51645	124	336	220	280
51646	1834	2347	1937	2071
51647	411	725	629	662
51649	258	348	299	304
5165	314	338	253	216
51650	240	438	313	355
51651	117	183	192	173
51652	2166	3780	2727	3435
51654	168	244	212	241
51655	148	61	275	42
51657	228	468	266	398
51659	8	18	16	29
5166	1104	129	783	80
51660	272	311	296	261
51661	348	819	673	901
51663	2022	3188	2430	2483
51665	796	1162	1159	1135
51666	0	0	0	0
51667	1033	1640	1153	1131
51668	148	211	206	173
51669	2073	3925	2236	2904
5167	914	490	362	187
51673	4	17	6	20
51676	10	22	49	30
51678	100	107	96	125
5168	249	798	77	250
51684	411	991	526	832
51686	7	15	9	13
5169	2	3	4	7
51690	158	348	286	348
51691	286	472	379	486
51692	451	684	567	710
51693	315	663	489	591
51696	647	762	843	1002
51699	669	812	809	814
517	1100	2296	1689	1816
5170	492	864	742	915
51700	152	210	238	193
51701	117	224	165	179
51702	0	0	0	0
51703	57	124	125	112
51704	2743	955	2282	885
51705	0	0	0	1
51706	641	990	557	672
51710	57	103	46	80
51714	858	1320	1008	1044
51715	1575	3245	1617	1840
51716	2	4	6	15
51719	1298	1671	1753	1754
5172	6	6	8	11
51720	248	478	451	464
51725	0	0	0	0
51726	513	832	619	729
51727	2469	2768	2597	2307
51728	62	77	64	66
51729	902	1440	957	1148
5173	0	0	0	0
51733	9	0	0	0
51734	272	302	329	281
51735	483	1128	699	1260
51738	0	1	1	0
5174	4	12	7	5
51741	129	215	167	188
51742	674	1294	835	1047
51744	0	0	0	0
51747	2100	3249	2694	2999
5175	6	4	3	0
51750	186	572	253	422
51751	1	0	0	0
51752	943	1796	941	1398
51754	392	616	408	489
51755	743	1327	945	1080
51759	674	1105	856	848
5176	5253	10037	7700	10937
51760	1	1	0	1
51761	1	2	0	0
51762	1659	2561	2704	2940
51763	647	705	685	630
51764	0	0	0	0
51765	41	34	57	51
51768	1782	1440	1654	1433
51773	605	1194	807	1039
51776	2698	5047	4144	5047
51778	47	22	13	3
5178	55	162	109	138
51780	1284	2320	1666	1916
5179	166	240	124	153
518	949	1539	1297	1429
51802	1	3	0	0
51804	324	741	347	447
51805	32	45	49	47
51806	0	0	0	0
51807	14	22	18	11
51808	676	1057	863	1033
51809	359	440	423	346
51816	360	712	544	923
5184	924	1652	1225	1633
5187	830	136	1520	176
5188	203	413	261	370
5189	275	512	369	487
5190	366	506	819	934
5191	68	136	73	102
5192	113	294	157	221
5193	155	343	200	271
5194	237	388	264	330
5195	192	387	293	337
5196	0	0	3	0
5197	1	1	0	2
5198	124	264	265	357
5199	2	1	0	2
52	708	1045	809	915
5201	560	985	770	851
5202	189	304	319	298
5203	286	392	275	363
5204	2767	5488	3520	3807
5205	1070	1732	1049	1229
5207	1	4	0	0
5208	247	351	285	358
5209	1645	1944	3224	2980
521	398	887	724	603
5210	46	120	77	152
5211	1646	3554	2521	3528
5212	191	228	102	49
5213	813	1810	1250	1466
5214	821	2147	1549	2182
5216	4430	7027	6280	5629
5217	1604	3237	1869	2721
5218	880	1409	936	1241
522	583	938	773	824
5222	1	8	0	6
5223	1217	2653	1973	2342
5224	18	25	42	31
5225	0	0	0	0
5226	2123	3599	2889	2997
5228	283	909	589	831
5229	137	247	175	195
523	1222	2131	1677	2262
5230	4485	8883	6630	7375
5232	0	0	0	0
5236	1119	1940	1124	1273
5238	316	779	411	639
5239	1454	2927	1460	1714
5241	3	12	6	5
5243	74	172	41	90
5244	17	55	17	60
5245	868	1365	1241	1227
525	10	21	21	15
5250	4461	6544	6532	6216
5251	18	48	150	241
5252	1	3	3	4
5253	536	1091	867	1023
5255	463	462	422	205
5256	257	384	328	322
5257	992	1837	1056	1547
526	1686	2147	1963	2145
5260	9	34	15	34
5261	188	314	249	277
5264	507	819	656	677
5265	0	0	0	1
5266	0	0	1	0
5267	0	0	0	0
5268	1	0	0	0
5269	891	1856	1461	1753
527	1145	1665	1411	1379
5270	8180	21436	3925	8492
5271	293	320	395	342
5272	156	183	150	136
5273	0	1	0	0
5274	55	81	27	24
5275	0	0	0	0
5276	0	0	0	0
5277	145	164	145	107
5279	211	271	271	231
528	1223	1513	1670	1689
5281	127	171	142	174
5283	115	161	152	151
5284	0	0	0	0
5286	1099	1545	1263	1111
5287	133	355	229	227
5288	0	0	0	0
5289	513	824	673	685
529	1712	2532	2035	1776
5290	661	705	786	685
5291	207	287	193	237
5292	253	994	650	1166
5293	305	338	341	267
5294	0	0	0	0
5295	3903	2152	4756	1638
5296	987	2557	1472	2185
5297	1436	2754	1625	2454
5298	1013	2168	1627	1943
53	491	669	424	393
5300	409	694	618	613
5301	0	0	0	0
5303	156	308	155	192
5304	4	4	2	0
5305	574	688	815	718
5306	1213	1636	1582	1268
5307	21	82	104	149
5308	5	2	10	7
5309	1	1	3	1
5310	2589	4104	4175	3922
5311	3986	4160	2853	2138
5313	0	0	1	0
5314	0	0	0	0
5315	12427	28468	16834	24941
5316	181	473	342	424
5317	0	0	0	1
5318	11	8	55	11
5319	1	1	2	3
5320	207	172	78	48
5321	26	145	30	171
5322	15	21	6	4
5324	348	500	354	368
5325	662	1321	828	1230
5326	222	347	339	359
5327	459	879	506	943
5328	533	1539	643	878
5329	225	484	340	372
533	424	497	664	586
5330	0	4	2	4
5331	418	731	775	702
5332	528	660	490	428
5333	443	746	576	696
53335	0	0	0	1
53336	0	0	0	0
53339	1529	2424	1638	1775
5334	308	401	584	388
53340	111	167	87	96
53342	61	114	129	135
53343	381	544	562	518
53344	273	526	315	452
53345	54	85	47	40
53346	76	105	60	73
53347	0	0	0	0
53349	822	1145	987	1092
5335	822	1571	1370	1545
53353	1	0	4	1
53354	47	110	74	113
53358	2874	2334	2639	2118
5336	20	19	52	12
5337	438	1190	577	861
53371	438	698	554	606
53373	1440	1864	1246	1326
5338	469	850	675	790
5339	17603	21382	20319	14208
534	0	0	0	0
5340	0	0	0	0
53405	0	0	0	0
53407	343	524	379	394
5341	0	4	1	0
5342	4	11	4	8
5343	8	8	2	2
5345	11	8	16	4
5346	2	1	3	4
5347	21	36	32	40
5348	218	376	263	379
5349	1	1	0	0
535	775	909	1124	787
5350	1	1	0	2
5351	4213	8027	4352	6497
5352	934	2787	1354	2256
5354	3	3	5	11
5355	781	1089	1081	710
5356	682	1148	1023	1132
5357	4	20	2	6
5358	6636	9979	5121	6022
5359	656	868	947	1002
5360	4086	8516	5823	8453
5361	1782	3624	2256	2945
53615	741	1612	1208	1479
53616	4	8	1	7
5362	135	476	179	228
53630	0	5	1	4
53632	0	5	0	2
53635	722	1510	1225	1403
53637	0	1	0	0
5364	3071	3611	3751	2493
5365	76	150	145	164
5366	54	81	80	72
5367	0	0	0	6
5368	0	1	0	0
5369	0	0	0	0
537	1198	2132	1511	1645
5370	0	0	0	0
5371	995	1512	1319	1420
5372	532	811	754	795
5373	322	496	499	412
5375	0	0	0	0
5376	3919	8761	5285	7813
5378	362	417	482	363
5379	77	105	75	79
538	383	757	467	824
5380	1	0	4	0
5382	9	21	11	18
53820	0	0	0	1
53822	1	1	0	3
53826	1	2	5	8
53827	586	1219	607	735
53828	0	0	0	0
53829	0	0	0	0
5383	22	23	17	15
53831	0	0	0	0
53832	3	12	10	16
53833	30	82	33	46
53834	401	713	426	540
53836	0	2	1	1
53838	580	1112	876	858
53840	0	6	0	3
53841	1	5	6	8
53842	0	0	0	0
5387	16	56	37	53
539	957	1752	1460	1660
53904	0	0	0	0
53905	10	33	27	29
53916	176	260	251	235
53917	295	641	417	504
53918	250	550	480	524
53919	0	1	0	0
5393	261	322	429	272
53938	254	503	353	463
5394	1439	1505	1391	1168
53940	0	0	0	0
53942	0	0	0	0
53944	356	644	467	571
53947	989	1330	1113	809
5395	138	310	155	247
5396	2569	7302	3478	5975
53981	990	1677	1179	1408
54	18	82	6	25
540	39	81	65	83
54014	861	1481	1143	1377
54020	48	55	59	54
54033	0	0	0	2
54039	229	147	392	124
54058	27	57	38	70
54059	107	204	247	218
5406	0	0	0	0
54064	0	0	0	0
54065	120	179	188	162
54067	7	22	11	16
54069	41	75	51	95
5407	0	0	0	0
54070	0	0	0	0
54072	5	6	3	4
54075	0	0	0	0
5408	0	0	0	0
54083	45	39	9	9
54084	5	8	3	0
54088	1	0	0	0
54089	0	0	0	0
5409	2	0	0	0
54090	0	0	0	0
54093	160	337	202	278
54094	0	0	0	0
54097	0	0	0	0
54101	0	0	0	0
54102	859	642	847	434
54103	116	170	125	82
54106	6	12	5	9
54107	379	577	393	437
54108	477	639	507	481
5411	1164	1929	1582	1671
54112	0	5	0	0
5412	816	1202	849	1099
5413	134	411	278	434
5414	23	12	36	19
541465	0	0	0	0
541466	0	0	0	0
541468	13	41	22	37
541471	225	618	231	428
541472	4	9	6	7
541473	4	6	9	4
54148	160	240	181	200
54149	167	245	190	263
541565	167	357	302	330
541578	200	355	214	240
54165	376	584	477	547
54187	465	635	543	453
5420	6	15	1	4
54205	489	690	750	623
54206	4258	1255	3044	817
54207	0	0	0	0
54209	0	0	0	4
54210	0	0	2	1
54212	0	0	0	0
5422	112	278	228	292
54221	0	0	0	0
5423	73	130	73	127
5424	48	157	125	187
5425	562	1212	985	1129
5426	270	448	408	380
5427	6	34	16	23
542767	17	84	31	59
5428	460	846	878	810
5429	652	1601	931	1396
5430	4813	8423	6077	5605
5431	1562	2668	2139	2569
5432	605	950	895	912
54328	61	154	70	92
54329	14	32	27	43
5433	195	312	245	256
54331	142	519	313	668
54332	84	184	142	171
5434	1635	3145	2575	2830
54344	83	121	177	137
54345	0	0	0	0
54346	0	0	0	0
5435	279	464	462	452
5436	339	644	561	596
54360	19	40	3	2
54361	1	2	1	2
54363	0	0	0	0
5437	167	340	334	358
5438	121	250	168	181
54386	785	1610	1001	1212
5439	153	262	245	280
5440	347	511	458	529
54407	23509	12955	20090	13327
5441	1453	2683	2233	2233
54413	29	41	25	50
54414	1011	1653	1087	1511
5442	257	414	493	476
54429	5	14	5	5
5443	0	3	5	3
54431	2526	4094	2899	3663
54432	383	506	388	332
54433	82	132	107	157
54434	1577	3103	2152	2392
54435	0	0	0	0
54436	1	14	2	7
54437	1	1	0	0
54438	26	49	62	42
54439	441	807	632	745
5444	0	0	0	0
54440	0	0	0	0
54441	12	37	56	37
54442	210	376	301	346
54443	146	258	231	257
5445	955	1450	905	947
54453	835	1171	981	992
54454	152	286	220	270
54455	370	510	448	482
54456	25	84	47	100
54457	4	12	21	13
54458	1093	1446	1251	1039
5446	0	0	1	0
54460	521	882	737	734
54461	1111	2144	2049	1880
54462	856	1327	1019	1272
54463	7	9	19	22
54464	1100	1695	1193	1466
54465	313	499	402	385
54466	5	21	7	10
54467	1062	2224	1243	1657
54468	155	263	273	236
54469	693	1127	904	1029
5447	487	778	1022	924
54470	140	374	183	337
54471	762	1022	913	1052
54472	676	1113	1085	1233
54474	0	0	0	0
54475	99	293	228	308
54476	1055	1886	1473	1686
54477	906	1749	1090	1480
54478	4	13	22	9
54480	1531	2619	1777	2190
54482	131	293	227	292
54487	338	725	559	673
5449	0	0	0	0
54490	0	0	0	0
54491	34	9	62	10
54492	87	266	121	244
54494	21	37	28	24
54495	1400	2484	1648	2147
54496	357	544	543	492
54497	464	765	644	739
54498	103	268	194	385
54499	994	1523	1175	1150
545	333	601	455	531
5450	0	0	0	1
54502	5	19	6	11
54503	168	193	187	143
54504	2	8	0	0
54505	753	1368	1156	1313
54507	3270	3593	3883	2201
54508	0	1	0	0
54509	3	9	5	4
5451	34	71	44	59
54510	3239	9957	3754	9146
54511	0	0	2	3
54512	81	152	110	125
54514	1	0	0	0
54516	174	253	229	232
54517	106	128	178	136
54518	302	707	320	387
5452	1	23	7	51
54520	956	1898	1406	1830
54521	364	575	545	520
54522	79	139	122	136
54529	876	1164	750	745
5453	0	1	0	0
54531	150	321	291	320
54532	13733	4180	7821	1903
54534	162	226	230	226
54535	0	0	24	24
54536	295	365	223	264
54537	257	305	332	315
54538	6	15	1	5
54539	358	797	591	713
5454	0	0	0	0
54540	506	1283	1004	1117
54541	1060	1556	3729	1853
54542	508	801	564	597
54543	1577	2675	2384	2843
54544	0	0	0	0
54545	701	779	721	690
54546	0	0	0	0
54549	5	17	9	13
5455	0	0	0	0
54550	1	2	3	0
54551	7	13	30	36
54552	296	476	460	467
54553	10	39	31	43
54554	107	209	144	194
54555	260	521	422	453
54556	91	196	117	117
54557	514	508	612	381
54558	199	262	240	225
5456	0	0	0	0
54566	54	110	57	60
54567	64	32	5	2
5457	0	0	1	0
54575	0	0	0	0
54576	0	0	0	0
54577	0	0	0	0
54578	0	0	0	0
54579	0	0	0	0
5458	0	0	0	0
54581	140	238	148	221
54583	981	1478	1456	1598
54584	31	52	82	71
54585	263	601	311	617
54586	0	0	0	0
54587	7156	12101	10568	11027
5459	0	0	1	0
54596	0	7	0	0
546	1781	3723	2176	2910
5460	0	0	1	0
54600	0	0	0	0
54602	396	686	495	549
54606	468	717	734	730
54617	896	1293	1019	990
54619	77	120	110	149
5462	0	0	0	0
54620	166	288	338	346
54621	434	631	457	450
54622	426	780	466	482
54623	722	1525	889	1007
54625	905	1632	1111	1580
54626	1	2	1	5
54627	21	44	31	37
54629	547	605	712	430
5463	167	344	205	287
5464	780	1613	1270	1672
5465	603	909	842	827
54657	0	0	0	0
54658	0	0	0	0
54659	0	0	0	0
54660	5	11	3	12
54661	0	2	0	0
54662	672	1179	864	1072
54663	190	245	296	259
54664	1205	1703	1067	1404
54665	252	353	316	371
5467	693	1112	909	1007
54674	33	78	25	108
54675	346	347	416	337
54676	482	929	723	833
54677	170	301	379	491
5468	266	278	767	318
54680	481	751	569	576
54681	308	471	412	436
54682	638	1195	622	846
5469	981	1849	1423	1578
547	0	0	2	0
5470	0	0	0	0
54700	507	655	587	573
54704	638	987	894	1193
54707	209	343	292	287
54708	515	791	558	697
5471	94	198	163	213
54714	0	0	0	0
54715	0	0	0	0
54716	1	0	0	0
54718	41	113	66	74
54726	1241	1360	1274	1292
54729	0	0	0	0
5473	0	0	0	0
54732	2076	3726	2686	3280
54733	18	22	41	51
54734	0	0	0	1
54737	803	1400	1088	1202
54738	0	0	0	0
54739	219	699	305	654
54741	3455	4377	3742	3706
54742	2	5	5	3
54749	1263	1978	775	764
5475	2	0	1	1
54751	1247	1655	2133	1540
54752	14	41	40	38
54753	68	132	154	278
54754	0	1	0	0
54756	458	1605	655	1113
54757	1171	953	996	686
54758	83	159	128	163
5476	5919	12242	6008	8774
54760	23	75	60	64
54762	25	33	19	19
54763	0	0	0	1
54764	2012	1774	2823	1515
54765	1299	2369	1568	1830
54766	3	0	1	1
54768	8	10	12	15
54769	9	21	2	26
54776	1974	2566	2735	1825
54777	0	0	0	0
54778	557	959	724	832
5478	4539	7566	5975	5854
54780	127	186	140	130
54784	80	175	123	186
54785	72	139	131	126
54788	753	974	1068	999
5479	1861	3487	3038	3488
54790	163	487	232	428
54793	1497	1350	1648	1146
54795	426	505	631	423
54796	1326	4367	1846	3939
54797	180	251	241	255
54798	0	0	2	0
54799	223	403	274	407
5480	780	1576	890	1293
54800	1102	1144	1013	1318
54801	392	565	522	544
54802	153	311	182	218
54805	178	360	202	260
54806	230	590	295	432
54807	31	50	32	68
54808	526	921	609	758
54809	358	728	450	580
5481	360	746	462	594
54810	39	18	13	7
54811	148	292	195	229
54812	358	551	416	458
54813	219	404	305	344
54814	136	127	132	99
54815	614	1139	1027	1243
54816	359	703	445	510
54819	152	162	175	151
54820	199	336	260	234
54821	4	6	3	9
54822	1373	2095	1710	1694
54823	122	216	123	183
54825	2	4	4	5
54826	40	89	69	96
54827	0	1	2	0
54828	508	752	538	573
54829	2981	3539	926	1194
54830	1	2	0	0
54831	0	0	1	0
548313	0	0	0	0
54832	1563	2654	1974	2761
548321	2	1	1	2
54834	130	284	193	236
54836	0	2	1	0
54838	2345	2602	2373	1834
54839	168	444	144	271
54840	294	502	325	474
54841	667	1150	731	843
54842	886	728	724	469
54843	316	1276	411	916
54845	0	0	0	0
54847	0	6	2	4
54848	0	0	0	0
54849	701	1088	929	912
54850	300	473	395	527
54851	150	170	178	170
54852	139	347	91	75
54853	206	416	378	442
54854	0	0	0	0
54855	13	202	19	175
54856	427	986	552	710
54857	2	3	1	3
54858	763	1486	834	1502
54859	163	336	188	271
548593	1	10	9	12
548596	0	0	0	0
54860	0	0	0	0
54861	343	441	435	409
54862	333	631	428	521
54863	450	646	581	667
548644	93	320	9	23
548645	193	304	171	226
54865	234	351	344	205
54866	0	0	0	0
54867	1419	2181	1920	2003
54868	420	581	489	501
54869	9	4	12	4
54870	979	1819	1333	1562
54872	501	762	691	815
54873	32	163	54	89
54874	501	605	445	486
54875	340	685	366	473
54876	463	659	535	588
54877	254	239	235	332
54878	522	883	660	740
54879	175	326	243	255
54880	252	632	449	578
54881	315	534	519	576
54882	48	52	66	62
54883	276	403	327	408
54884	885	1702	1202	1331
54885	286	564	351	560
54886	0	0	0	0
54887	223	427	301	401
54888	493	800	662	689
54890	1100	2060	1456	1727
54891	267	417	318	313
54892	168	293	208	280
54893	547	446	381	381
54894	0	0	0	0
54896	145	204	230	196
54897	6	6	2	0
54898	3	13	6	7
54899	514	1432	1139	1265
549	178	282	162	250
54900	1	1	0	1
54901	115	225	165	236
54902	309	414	361	379
54903	87	210	143	194
54904	727	1437	976	1254
54905	1	2	0	0
54906	778	1392	1091	1237
54908	117	340	194	219
54910	540	762	859	738
54913	19	33	58	33
54914	522	955	594	909
54915	564	982	693	762
54916	311	617	361	545
54918	1950	2069	2058	1708
54919	297	649	456	574
54920	65	140	118	118
54921	969	1649	1396	1644
54922	26	44	34	29
54923	44	68	98	87
54925	177	339	238	261
54926	1251	1861	1425	1705
54927	434	747	540	658
54928	2144	2847	2374	2391
54929	167	300	303	357
5493	3769	6505	4606	5621
54930	341	603	541	509
54931	180	238	221	212
54932	69	140	105	146
54933	10	44	20	26
54934	244	388	275	341
54935	105	81	207	104
54936	229	389	365	397
54937	21	35	24	50
54938	96	210	162	172
54939	415	744	651	737
5494	1041	1299	1081	1171
54940	1353	2280	1320	1570
54941	6	8	2	7
54942	168	326	219	268
54943	23	26	12	25
54944	4	29	7	17
54946	592	933	664	897
54947	485	932	548	750
54948	283	494	435	418
54949	335	457	494	364
5495	714	667	1103	695
54951	250	340	248	323
54952	240	315	239	213
54953	308	546	391	414
54954	371	479	380	363
54955	205	321	258	275
54956	124	272	138	216
54957	126	182	154	171
54958	24	28	42	44
54959	0	0	0	0
5496	791	1403	1220	1264
54960	242	400	369	347
54961	573	894	719	806
54962	64	125	38	74
54963	226	407	425	424
54964	65	119	73	115
54965	115	189	179	167
54967	0	2	0	0
54968	246	307	349	325
54969	190	310	307	350
54970	101	206	139	219
